Name;Ind Sect;Net Debt LF;Tot Eqty LF;DebtToEquity;ROE LF;P/E;EBITDA to Net Sales:Q;FCF T12M;Revenue T12M;Gr PoP of Revenue:CQ T12M;MSCI ESG Rtg;Dvd Ind Yld;PE/G Pl Yld;Inv Turnover LF;Curr Ratio LF;P/S;ROIC LF;P/B;Annualized Net Interest Margin;Effic Ratio LF;R&D Exp T12M;FCF Yld;Gr PoP of FFO:CQ T12M;Ocpncy Rt;ROA LF;Ast TO LF;;;
PPL CORP;Utilities;15957999616;14092000256;1,132415507;;20,4354;36,9797;-655000000;8282000000;-3,3718;BBB;2,9429;2,0802;4,591;1,2897;;;;;;;-2,5388;;;;;;;
PUBLIC SERVICE ENTERPRISE GP;Utilities;21863000064;16094999552;1,358372207;;27,8487;37,3581;-891000000;10429999872;-11,3924;AAA;2,5478;3,1641;3,1387;0,6815;;;;;;;-1,8987;;;;;;;
SEMPRA;Utilities;33673000960;35880001536;0,938489396;;20,5172;38,1844;-3401000064;12918000128;-22,5725;A;2,6305;2,2636;3,8763;0,518;;;;;;;-5,7012;;;;;;;
SOUTHERN CO/THE;Utilities;64064000000;36905000960;1,735916497;;20,3938;51,5535;57000000;26428000256;0,6589;A;3,2093;1,8332;2,1353;0,9075;;;;;;;0,0524;;;;;;;
VISTRA CORP;Utilities;14122000384;8652999680;1,632035237;;52,5404;52,5127;2029000000;16266000128;4,4768;BB;0,5734;;8,9633;1,1137;;;;;;;3,7862;;;;;;;
WEC ENERGY GROUP INC;Utilities;18987399168;12391199744;1,53232936;;22,9248;38,8624;306100000;8533199872;-7,5883;A;3,2803;2,2106;3,4793;0,6533;;;;;;;0,9516;;;;;;;
XCEL ENERGY INC;Utilities;28259000320;19352000512;1,460262483;;20,7123;46,5423;-1846000000;13762999808;-7,1135;AA;3,0033;2,0055;7,3499;0,9336;;;;;;;-4,5543;;;;;;;
3M CO;Industrials;6504999936;4694000128;1,385811623;;12,4444;25,8341;739000064;28565000192;-0,3419;AAA;2,1135;2,7441;3,5644;1,4309;;;;;;;;;;9,7021;0,6313;;;
ALLEGION PLC;Industrials;1679699968;1571000064;1,069191534;;20,6821;27,0913;584000000;3724000064;3,0181;AA;1,3578;2,1395;4,5437;1,7063;;;;;;;;;;12,4934;0,8134;;;
AMETEK INC;Industrials;2161062912;9550223360;0,226284018;;33,4103;32,408;1684396000;6910462976;6,4502;A;0,5741;4,2299;4,1098;1,3898;;;;;;;;;;9,5598;0,4961;;;
AUTOMATIC DATA PROCESSING;Industrials;-8456999936;5348599808;-1,58116147;;32,7598;29,7639;4427600000;19523000320;6,6306;AAA;2,007;2,9987;;1,0137;;;;;;;;;;7,7885;0,3951;;;
AXON ENTERPRISE INC;Industrials;-437568000;2099836032;-0,208381985;;193,4076;7,1367;220189000;1941251008;32,2927;AA;;;2,9407;2,9563;;;;;;;;;;8,2181;0,5348;;;
BOEING CO/THE;Industrials;47180001280;-23562000384;-2,00237673;;;-29,8038;-7261999872;73293001728;-3,2512;BB;;;0,885;1,1247;;;;;;;;;;-5,8645;0,539;;;
C.H. ROBINSON WORLDWIDE INC;Industrials;1774226944;1640066048;1,08180213;;28,4412;4,9236;264408000;17762186752;-3,683;AAA;2,3563;1,2795;;1,4901;;;;;;;;;;6,3554;3,2499;;;
CARRIER GLOBAL CORP;Industrials;10652000256;15041999872;0,708150535;;33,5923;16,4773;958000000;23957000192;12,4478;AA;0,9883;2,5375;6,6294;1,0786;;;;;;;;;;10,4068;0,7179;;;
CATERPILLAR INC;Industrials;4024000000;19402999808;0,207390612;;18,0485;22,9107;9613000192;65664001024;-1,3862;AA;1,3971;2,1583;2,4149;1,3951;;;;;;;;;;12,3388;0,7588;;;
CINTAS CORP;Industrials;2736658944;4021423104;0,680520023;;56,5783;27,9037;1813875008;9755872000;4,3795;A;0,6963;4,4728;11,0513;1,5333;;;;;;;;;;18,4226;1,0969;;;
CSX CORP;Industrials;17379000320;12935999488;1,343460189;;19,881;48,9085;2977000000;14680999936;-0,1768;A;1,3122;2,249;;1,3924;;;;;;;;;;8,5635;0,3458;;;
CUMMINS INC;Industrials;5862000128;11340999680;0,516885662;;58,4176;15,5629;336999936;34198000128;2,7214;AAA;1,9621;4,2745;4,2844;1,32;;;;;;;;;;6,5379;1,0662;;;
DEERE & CO;Industrials;1774000000;22925000704;0,077382768;;18,0504;26,0971;4428999936;51715000320;-8,6005;AA;1,2618;7,5468;4,0354;0,7228;;;;;;;;;;6,7169;0,4892;;;
DELTA AIR LINES INC;Industrials;20411000832;13646000128;1,495749717;;11,8435;13,0127;1246000064;60305998848;5,3196;AA;0,9431;1,2407;;0,3934;;;;;;;;;;6,2591;0,8116;;;
DOVER CORP;Industrials;3000348928;5697998848;0,52656187;;25,2378;20,8928;1098879008;8361502080;1,0244;AA;0,9975;2,4694;4,197;1,5692;;;;;;;;;;13,7307;0,7372;;;
EATON CORP PLC;Industrials;8081999872;19163000832;0,421750223;;37,7222;22,7896;3178000000;24605000192;8,8091;A;1,0108;2,3148;3,8768;1,5303;;;;;;;;;;9,8504;0,6431;;;
EMERSON ELECTRIC CO;Industrials;4768000000;27509000192;0,173325092;;42,2406;24,3126;2992000000;17492000000;15,3445;BBB;1,5914;2,8685;4,1123;1,775;;;;;;;;;;4,5246;0,4022;;;
EXPEDITORS INTL WASH INC;Industrials;-750339968;2359170048;-0,318052515;;23,6355;10,5761;590869016;9923578112;-5,1634;AAA;1,2041;3,0851;;1,7186;;;;;;;;;;15,0356;2,0358;;;
FASTENAL CO;Industrials;234600000;3597400064;0,065213764;;41,7784;22,6416;1041900000;7480099968;2,6964;A;1,8636;4,1334;2,6662;4,3966;;;;;;;;;;24,7434;1,6026;;;
FEDEX CORP;Industrials;31822000128;27175999488;1,170959697;;16,5512;10,0005;2616000000;87591000064;-0,2865;A;1,8194;1,1763;111,0725;1,2823;;;;;;;;;;4,6441;1,0051;;;
FORTIVE CORP;Industrials;3229600000;10561500160;0,305789893;;29,7361;28,887;1353900000;6195199872;3,0558;AA;0,403;2,6698;4,4678;1,2544;;;;;;;;;;5,3705;0,3741;;;
GE VERNOVA INC;Industrials;-7394999808;10517000192;-0,703147254;;;0,4376;;;;A;;;;1,0611;;;;;;;;;;;;;;
GENERAC HOLDINGS INC;Industrials;1311175936;2412462080;0,543501159;;36,4305;18,0456;584052000;4124703040;2,9059;;;;2,137;2,0338;;;;;;;;;;5,712;0,7968;;;
GENERAL DYNAMICS CORP;Industrials;9066000384;22972999680;0,394637205;;21,5011;11,987;2283000064;46045999104;8,4212;A;2,012;1,2987;;1,3163;;;;;;;;;;6,5664;0,8309;;;
GENERAL ELECTRIC;Industrials;-21824999424;19103000576;-1,142490644;;42,816;12,4873;5259000064;54412000256;0,1528;A;0,6202;1,3899;2,8289;1,1336;;;;;;;;;;4,4085;0,384;;;
HONEYWELL INTERNATIONAL INC;Industrials;21055000576;17980999680;1,170958287;;23,6562;22,7693;5636000064;37850000384;3,9607;AA;1,9683;2,4946;3,8287;1,4418;;;;;;;;;;8,4325;0,5616;;;
HOWMET AEROSPACE INC;Industrials;3079000064;4503000064;0,683766382;;23,6044;27,6294;1002000000;7270000128;13,2046;A;0,2742;0,8559;2,7726;2,2353;;;;;;;;;;10,3937;0,7016;;;
HUBBELL INC;Industrials;1646099968;3228800000;0,509817879;;31,8495;24,4766;730000000;5639999872;7,4961;AA;1,1507;1,6707;4,5536;1,6604;;;;;;;;;;11,8363;0,888;;;
HUNT (JB) TRANSPRT SVCS INC;Industrials;1412301056;4000218112;0,353056013;;33,4959;13,4311;435599000;12244558080;-7,0663;AA;0,9038;2,8115;;0,9436;;;;;;;;;;6,8144;1,4665;;;
HUNTINGTON INGALLS INDUSTRIE;Industrials;2809999872;4203000064;0,668570028;;12,2263;5,9658;183000000;11707999744;5,5821;AA;2,7085;1,2265;50,5664;0,7881;;;;;;;;;;6,4599;1,0789;;;
IDEX CORP;Industrials;1442499968;3818299904;0,377785927;;33,5716;26,5472;515000000;3194799936;-3,0616;AA;1,1943;;3,8081;2,9717;;;;;;;;;;7,7613;0,5056;;;
ILLINOIS TOOL WORKS;Industrials;7399000064;3392000000;2,181308981;;23,8952;29,1478;2756000000;15949000192;-0,9071;A;2,1736;2,6128;4,9497;1,3624;;;;;;;;;;22,134;1,0217;;;
INGERSOLL-RAND INC;Industrials;3463800064;10334199808;0,335178352;;42,8532;25,8248;1308500000;7157799936;7,1784;AA;0,0769;2,5094;3,5824;2,3604;;;;;;;;;;5,0275;0,4291;;;
JACOBS SOLUTIONS INC;Industrials;857905024;5387485184;0,15924035;;18,4833;9,4659;933559016;15620048128;4,8467;AA;0,8215;;;1,2;;;;;;;;;;6,1123;1,1844;;;
JOHNSON CONTROLS INTERNATION;Industrials;6672999936;17361000448;0,384367246;;23,6852;15,3489;1579000064;26272000000;2,0668;AA;1,768;2,0862;7,6233;0,9351;;;;;;;;;;4,0147;0,6186;;;
L3HARRIS TECHNOLOGIES INC;Industrials;12371000320;19061999616;0,648987544;;26,8491;15,4762;1792000000;21142000128;13,3194;A;1,8913;2,4663;10,2799;1,0413;;;;;;;;;;2,8676;0,5023;;;
LOCKHEED MARTIN CORP;Industrials;16170000384;7200000000;2,245833387;;17,0592;14,7919;6506999936;71294999552;4,995;AA;2,5107;3,4074;19,1485;1,3033;;;;;;;;;;11,8999;1,271;;;
NORDSON CORP;Industrials;1447801984;2853756928;0,507331921;;30,7197;30,2961;568897000;2664752000;1,3741;BBB;1,203;;2,7277;2,362;;;;;;;;;;10,0601;0,5669;;;
NORFOLK SOUTHERN CORP;Industrials;16224000000;13784999936;1,176931453;;28,5078;63,4218;1215000000;12172000000;-1,2013;A;1,9609;2,6394;;0,7316;;;;;;;;;;5,7528;0,2898;;;
NORTHROP GRUMMAN CORP;Industrials;13184000000;14748000256;0,893951707;;26,6755;14,5158;2486000000;40985000960;5,9455;A;1,6848;1,2808;22,7058;1,094;;;;;;;;;;5,0974;0,8796;;;
OLD DOMINION FREIGHT LINE;Industrials;-14178000;4175739904;-0,003395326;;39,567;33,2285;988572032;5924530816;1,0622;AA;0,4641;4,2834;;1,3278;;;;;;;;;;23,2313;1,1048;;;
OTIS WORLDWIDE CORP;Industrials;6721999872;-4780000256;-1,406276049;;27,0004;11,584;1341000000;14205999872;1,2689;A;1,5217;2,3534;15,9375;0,8021;;;;;;;;;;15,7958;1,3758;;;
PACCAR INC;Industrials;-9152799744;18663600128;-0,490409122;;12,981;14,7963;2775799936;34832899584;1,9093;A;1,0329;3,0605;10,4928;1,2502;;;;;;;;;;11,577;0,8567;;;
PARKER HANNIFIN CORP;Industrials;9817847808;12901349376;0,760993871;;31,3207;24,1951;3080676992;19986102272;1,5559;BBB;0,9316;3,555;4,339;0,9585;;;;;;;;;;9,7707;0,6753;;;
PAYCHEX INC;Industrials;-631000000;3850400000;-0,163879077;;30,254;44,4217;1629700000;5310800000;2,4018;AA;2,6903;3,1455;;1,3775;;;;;;;;;;14,9728;0,4681;;;
PENTAIR PLC;Industrials;1523399936;3498800128;0,435406391;;27,9663;20,9684;725800000;4094499968;-0,6864;AAA;0,8443;2,0633;3,6911;1,6033;;;;;;;;;;10,3542;0,6356;;;
QUANTA SERVICES INC;Industrials;4242981120;7089025024;0,598528162;;60,7712;10,1686;1806219968;22903320576;17,3634;AA;0,1163;;89,434;1,233;;;;;;;;;;4,7606;1,3451;;;
REPUBLIC SERVICES INC;Industrials;12719399936;11230199808;1,132606735;;34,7393;31,76;1907200000;15817500160;7,8765;A;1,0629;2,7923;;0,6449;;;;;;;;;;6,3715;0,5114;;;
ROCKWELL AUTOMATION INC;Industrials;3613700096;3675200000;0,983266243;;30,2185;17,9268;639100000;8264199936;-8,7635;AA;1,7766;;3,7589;1,0769;;;;;;;;;;8,4531;0,7334;;;
ROLLINS INC;Industrials;744176000;1317777024;0,564720728;;53,1984;23,9515;537745008;3310625024;11,0731;BBB;1,2901;3,4994;43,2527;0,7821;;;;;;;;;;17,2102;1,2135;;;
RTX CORP;Industrials;37065998336;62859001856;0,589668898;;21,4775;15,5408;7947999936;79042000896;17,8219;A;2,0941;1,6944;5,0055;0,9908;;;;;;;;;;2,8833;0,483;;;
SMITH (A.O.) CORP;Industrials;-112400000;1916700032;-0,058642457;;19,4478;20,0532;483900000;3893800000;2,4469;BBB;1,8354;;4,4809;1,6732;;;;;;;;;;17,6636;1,2256;;;
SNAP-ON INC;Industrials;-29500000;5497699840;-0,00536588;;19,1736;27,9541;1134400000;5102999936;1,0101;BBB;2,3183;2,7787;2,4306;4,1831;;;;;;;;;;13,647;0,6689;;;
SOUTHWEST AIRLINES CO;Industrials;-287000000;10410999808;-0,027566997;;352,4748;6,9287;-1890000000;27375000064;7,6061;B;2,225;34,5734;;0,8844;;;;;;;;;;-0,1364;0,7622;;;
STANLEY BLACK & DECKER INC;Industrials;6707200000;8859199488;0,75708872;;32,3457;8,605;835400000;15381699840;-2,7889;BBB;3,6538;;2,2705;1,2907;;;;;;;;;;-0,8802;0,6605;;;
TEXTRON INC;Industrials;2010000000;6951000064;0,289167024;;14,9966;9,6294;724000000;13981000192;3,5004;A;0,094;;2,7241;1,6832;;;;;;;;;;5,3485;0,8488;;;
TRANE TECHNOLOGIES PLC;Industrials;3341700096;7614300160;0,4388716;;38,4074;20,5763;2861800064;19388200192;11,8939;AAA;0,8075;2,1667;5,9392;1,2219;;;;;;;;;;12,3994;0,9741;;;
TRANSDIGM GROUP INC;Industrials;18943000576;-6282999808;-3,01496119;;46,3713;47,7346;1880000000;7938999936;20,5619;BB;;2,103;1,8711;1,5821;;;;;;;;;;7,5248;0,3485;;;
UNION PACIFIC CORP;Industrials;31729000448;16583999488;1,913229705;;22,5188;49,5485;5525000000;24288000000;0,6131;AA;2,1857;1,9802;;0,7732;;;;;;;;;;9,8978;0,3622;;;
UNITED AIRLINES HOLDINGS INC;Industrials;16421000192;11436999680;1,43577867;;10,3567;15,5427;304999936;55994000384;6,6735;;;;;0,7948;;;;;;;;;;3,7917;0,7681;;;
UNITED PARCEL SERVICE-CL B;Industrials;20181999616;16883999744;1,195332855;;18,5923;13,9807;4357999936;90685999104;-2,5657;A;4,8054;2,8516;;1,1448;;;;;;;;;;8,1794;1,3091;;;
UNITED RENTALS INC;Industrials;13936000000;8581000192;1,624053104;;28,121;46,5932;743000000;14977999872;7,7554;AA;0,7608;3,3553;43,2233;0,8249;;;;;;;;;;9,4573;0,5522;;;
VERALTO CORP;Industrials;1372000000;1960000000;0,7;;32,4022;24,7336;798000000;5136000000;;AAA;0,3334;;6,4984;2,1346;;;;;;;;;;14,1119;0,8992;;;
WABTEC CORP;Industrials;3896999936;10291000320;0,378680382;;32,3387;22,2681;1590000000;10330000128;9,2313;A;0,3999;1,7424;3,0251;1,2969;;;;;;;;;;5,6564;0,5518;;;
WASTE MANAGEMENT INC;Industrials;16039000064;7971999744;2,011916781;;31,6375;29,8984;2103000000;21386999808;6,1706;A;1,3131;1,9947;72,2897;0,8912;;;;;;;;;;7,9232;0,6416;;;
WW GRAINGER INC;Industrials;1759000064;3856000000;0,456172216;;32,0275;16,9781;1877000000;16931999744;3,9858;AAA;0,68;5,1045;4,7123;2,5946;;;;;;;;;;21,2009;1,9627;;;
XYLEM INC;Industrials;1223000064;10599999488;0,11537737;;38,3569;20,0095;827000000;8423999872;24,763;AAA;1,1464;;4,8945;1,9557;;;;;;;;;;5,1955;0,5273;;;
AMENTUM HOLDINGS INC;Industrials;3848318976;301275008;12,77344245;;;;;;;;;;;1,3431;;;;;;;;;;;;;;
DAYFORCE INC;Industrials;743299968;2556000000;0,290805934;;148,1046;16,9773;277700000;1694500000;16,854;AA;;;;1,1463;;;;;;;;;;2,2088;7,414;;;
LEIDOS HOLDINGS INC;Industrials;3955000064;4666999808;0,847439517;;18,2995;14,0095;1256000000;16277000192;7,4035;AA;0,9758;1,1201;43,9385;1,2335;;;;;;;;;;5,6789;1,3647;;;
PAYCOM SOFTWARE INC;Industrials;-244972992;1464652032;-0,167256786;;28,2829;31,6307;309554000;1823922016;11,9185;A;0,6383;2,6023;300,4679;1,1917;;;;;;;;;;2,3274;7,2831;;;
BUILDERS FIRSTSOURCE INC;Industrials;4009232896;4446672896;0,901625325;;17,5039;13,4608;1730292032;16731048192;-3,3113;A;;;8,7695;1,7737;;;;;;;;;;1,3235;;;;
COPART INC;Industrials;-3581246976;7919946240;-0,452180718;;44,7876;40,7993;994104000;4363236032;7,4692;A;;;50,6755;6,6211;;;;;;;;;;14,0032;;;;
MASCO CORP;Industrials;2532000000;142000000;17,83098592;;19,3969;19,8185;979000000;7882000128;-1,5734;BBB;1,4424;2,1594;4,8888;1,8325;;;;;;;;;;2,2462;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
